Entity,Day,Death_rate_weekly_of_unvaccinated_people_United_States_by_age,Death_rate_weekly_of_fully_vaccinated_people_without_bivalent_booster_United_States_by_age,Death_rate_weekly_of_fully_vaccinated_people_with_bivalent_booster_United_States_by_age
80+,2022-03-19,13.453349,2.388498,0.0
80+,2022-03-26,11.305208,1.357669,0.0
80+,2022-04-02,9.152224,1.7550408,0.0
80+,2022-04-09,9.351882,1.8245908,0.0
80+,2022-04-16,8.780002,1.9165877,0.0
80+,2022-04-23,8.984682,3.3095727,0.0
80+,2022-04-30,13.789079,3.647712,0.0
80+,2022-05-07,15.135219,4.471325,0.0
80+,2022-05-14,20.80892,5.846718,0.0
80+,2022-05-21,20.265768,6.3181396,0.0
80+,2022-05-28,23.917797,6.3768992,0.0
80+,2022-06-04,23.018948,6.504614,0.0
80+,2022-06-11,23.912117,6.769097,0.0
80+,2022-06-18,23.332253,7.1059036,0.0
80+,2022-06-25,24.044968,6.9610987,0.0
80+,2022-07-02,25.07882,7.504121,0.0
80+,2022-07-09,33.326572,7.9327435,0.0
80+,2022-07-16,35.537857,8.81838,0.0
80+,2022-07-23,36.126896,9.361887,0.0
80+,2022-07-30,31.423576,9.080961,0.0
80+,2022-08-06,34.9573,8.479874,0.0
80+,2022-08-13,36.66945,8.130881,0.0
80+,2022-08-20,28.58104,7.511389,0.0
80+,2022-08-27,26.45179,7.3031197,0.0
80+,2022-09-03,28.641245,7.845906,0.0
80+,2022-09-10,26.984684,6.820349,0.0
80+,2022-09-17,23.498217,6.386712,0.0
80+,2022-09-24,21.995274,6.1101723,0.0
80+,2022-10-01,25.70091,5.724249,1.9107124
80+,2022-10-08,25.721687,5.8258553,0.8687418
80+,2022-10-15,25.572731,6.6223044,1.5487149
80+,2022-10-22,24.756096,7.580674,2.8860028
80+,2022-10-29,28.461145,7.837096,3.4302163
80+,2022-11-05,29.657701,7.967729,3.568008
80+,2022-11-12,23.977777,8.42543,2.5537734
80+,2022-11-19,27.348831,9.0121,3.6832073
80+,2022-11-26,30.72168,9.4473095,4.543386
80+,2022-12-03,39.97114,11.669586,4.8401346
80+,2022-12-10,35.956142,12.306676,6.089093
80+,2022-12-17,37.48507,10.91705,5.565685
80+,2022-12-24,39.854,11.578393,7.3013406
80+,2022-12-31,43.396606,13.366196,7.5570636
80+,2023-01-07,42.062576,11.232211,5.6628175
80+,2023-01-14,30.463608,8.191459,5.359105
80+,2023-01-21,21.548729,6.8065095,4.5181484
80+,2023-01-28,19.36612,6.501132,4.734353
80+,2023-02-04,20.71776,5.283515,4.966608
80+,2023-02-11,15.162043,5.59161,2.9765005
80+,2023-02-18,14.827532,5.1879506,3.8094285
80+,2023-02-25,16.178297,4.263409,4.4094377
80+,2023-03-04,10.112902,3.6573994,2.980946
80+,2023-03-11,12.474071,3.1772935,3.4726949
80+,2023-03-18,8.934885,2.857371,2.4555066
80+,2023-03-25,7.587029,1.9184097,2.447218
80+,2023-04-01,6.238813,1.7253716,2.2737684
All ages,2021-10-09,13.38574,0.807487,0.0
All ages,2021-10-16,12.270913,0.779669,0.0
All ages,2021-10-23,10.382004,0.69732165,0.0
All ages,2021-10-30,10.128468,0.67910695,0.0
All ages,2021-11-06,10.839916,0.7726872,0.0
All ages,2021-11-13,11.875129,0.8645269,0.0
All ages,2021-11-20,14.631324,0.9638358,0.0
All ages,2021-11-27,14.113273,0.91496634,0.0
All ages,2021-12-04,18.67857,1.0643522,0.0
All ages,2021-12-11,19.462875,0.97479707,0.0
All ages,2021-12-18,18.107336,0.9041338,0.0
All ages,2021-12-25,18.60998,1.049041,0.0
All ages,2022-01-01,25.619787,2.3102877,0.0
All ages,2022-01-08,33.642082,3.3254113,0.0
All ages,2022-01-15,32.388187,3.5275166,0.0
All ages,2022-01-22,31.38081,3.2235472,0.0
All ages,2022-01-29,28.550262,2.6258726,0.0
All ages,2022-02-05,21.212181,1.8426545,0.0
All ages,2022-02-12,16.147621,1.2491771,0.0
All ages,2022-02-19,10.394205,0.86462235,0.0
All ages,2022-02-26,7.1326947,0.58738995,0.0
All ages,2022-03-05,4.811437,0.41026887,0.0
All ages,2022-03-12,2.928442,0.2647179,0.0
All ages,2022-03-19,2.137737,0.21114577,0.0
All ages,2022-03-26,1.6449087,0.13223091,0.0
All ages,2022-04-02,1.1697503,0.15985316,0.0
All ages,2022-04-09,1.128544,0.15283167,0.0
All ages,2022-04-16,1.2095561,0.15991478,0.0
All ages,2022-04-23,0.9784182,0.23263998,0.0
All ages,2022-04-30,1.4186534,0.26916033,0.0
All ages,2022-05-07,1.4763834,0.33167222,0.0
All ages,2022-05-14,1.9494916,0.43549415,0.0
All ages,2022-05-21,1.983462,0.44906303,0.0
All ages,2022-05-28,2.2821753,0.46853235,0.0
All ages,2022-06-04,2.3736384,0.48567727,0.0
All ages,2022-06-11,2.242311,0.51457644,0.0
All ages,2022-06-18,2.4646106,0.5518381,0.0
All ages,2022-06-25,2.5493257,0.5257128,0.0
All ages,2022-07-02,2.9224813,0.58633333,0.0
All ages,2022-07-09,3.3101506,0.65868384,0.0
All ages,2022-07-16,3.5940063,0.7287025,0.0
All ages,2022-07-23,3.6439128,0.7567384,0.0
All ages,2022-07-30,3.447268,0.6988866,0.0
All ages,2022-08-06,3.6370142,0.681945,0.0
All ages,2022-08-13,3.6948893,0.67151856,0.0
All ages,2022-08-20,3.3521018,0.6030085,0.0
All ages,2022-08-27,3.0557406,0.58831215,0.0
All ages,2022-09-03,3.0254486,0.6055694,0.0
All ages,2022-09-10,2.7921891,0.5532128,0.0
All ages,2022-09-17,2.4749324,0.5059034,0.0
All ages,2022-09-24,2.4038978,0.46380493,0.0
All ages,2022-10-01,2.506954,0.44359162,0.21412456
All ages,2022-10-08,2.4116778,0.47917825,0.11722217
All ages,2022-10-15,2.4848452,0.48655644,0.113561146
All ages,2022-10-22,2.4557745,0.555182,0.21639307
All ages,2022-10-29,2.8486178,0.5905802,0.18407524
All ages,2022-11-05,2.8526344,0.5983124,0.23214518
All ages,2022-11-12,2.708458,0.622469,0.20069063
All ages,2022-11-19,2.8619018,0.63275206,0.29218534
All ages,2022-11-26,3.2435908,0.73128694,0.3117605
All ages,2022-12-03,4.082846,0.88432217,0.37308565
All ages,2022-12-10,4.009557,0.89752233,0.433003
All ages,2022-12-17,3.8310163,0.85971004,0.3995104
All ages,2022-12-24,4.030377,0.9281717,0.5001497
All ages,2022-12-31,4.3815684,1.0090842,0.53314114
All ages,2023-01-07,3.8442614,0.86717516,0.43575007
All ages,2023-01-14,3.2858188,0.6658607,0.39416182
All ages,2023-01-21,2.322717,0.5482912,0.32644603
All ages,2023-01-28,2.0163226,0.50283945,0.30063024
All ages,2023-02-04,2.1013074,0.41167495,0.307983
All ages,2023-02-11,1.671469,0.42143637,0.26049137
All ages,2023-02-18,1.3847051,0.39306757,0.28169483
All ages,2023-02-25,1.5980577,0.32292238,0.30790502
All ages,2023-03-04,1.2631633,0.296251,0.2258525
All ages,2023-03-11,1.3332438,0.23371802,0.21222058
All ages,2023-03-18,0.95159566,0.20920035,0.1581234
All ages,2023-03-25,0.8403551,0.16342504,0.17438547
All ages,2023-04-01,0.6144106,0.13893987,0.16805577
